sn,object type,object,time,Capacity usage(%),Mapped LUN capacity(MB),Total capacity(MB),Used capacity(MB),array_num
20231121131239,Array,System,2023-05-08,37.77605880904017,,3619711450.449219,1367384326.239258,Array2
20231121131239,Array,System,2023-05-09,37.78811866152575,,3619711450.449219,1367820858.100586,Array2
20231121131239,Array,System,2023-05-10,37.79017836841979,,3619711450.449219,1367895413.546875,Array2
20231121131239,Array,System,2023-05-11,37.62140100980658,,3619711450.449219,1361786160.171387,Array2
20231121131239,Array,System,2023-05-12,37.54672135042916,,3619711450.449219,1359082971.989746,Array2
20231121131239,Array,System,2023-05-13,37.57660031707493,,3619711450.449219,1360164504.366699,Array2
20231121131239,Array,System,2023-05-14,37.46049811539379,,3619711450.449219,1355961939.678223,Array2
20231121131239,Array,System,2023-05-15,37.34757257785444,,3619711450.449219,1351874361.06543,Array2
20231121131239,Array,System,2023-05-16,37.81692304168284,,3619711450.449219,1368863493.547363,Array2
20231121131239,Array,System,2023-05-17,38.10848566372348,,3619711450.449219,1379417219.162598,Array2
20231121131239,Array,System,2023-05-18,38.94817970578278,,3619711450.449219,1409811720.551758,Array2
20231121131239,Array,System,2023-05-19,39.04761954861871,,3619711450.449219,1413411155.929199,Array2
20231121131239,Array,System,2023-05-20,39.20665811603373,,3619711450.449219,1419167893.164551,Array2
20231121131239,Array,System,2023-05-21,39.38616086381023,,3619711450.449219,1425665374.679688,Array2
20231121131239,Array,System,2023-05-22,39.46822590632497,,3619711450.449219,1428635892.42041,Array2
20231121131239,Array,System,2023-05-23,39.58152985514578,,3619711450.449219,1432737168.429688,Array2
20231121131239,Array,System,2023-05-24,39.64184938947079,,3619711450.449219,1434920561.520508,Array2
20231121131239,Array,System,2023-05-25,39.80757108732062,,3619711450.449219,1440919208.793457,Array2
20231121131239,Array,System,2023-05-26,39.92355321649378,,3619711450.449219,1445117427.203613,Array2
20231121131239,Array,System,2023-05-27,40.12565717042899,,3619711450.449219,1452433007.166016,Array2
20231121131239,Array,System,2023-05-28,40.22042227619042,,3619711450.449219,1455863230.550293,Array2
20231121131239,Array,System,2023-05-29,40.34471027278417,,3619711450.449219,1460362097.394531,Array2
20231121131239,Array,System,2023-05-30,40.49181784844689,,3619711450.449219,1465686967.155273,Array2
20231121131239,Array,System,2023-05-31,39.69698409274202,,3619711450.449219,1436916278.687988,Array2
20231121131239,Array,System,2023-06-01,39.62225075137015,,3619711450.449219,1434211147.373047,Array2
20231121131239,Array,System,2023-06-02,39.38877186596976,,3619711450.449219,1425759885.423828,Array2
20231121131239,Array,System,2023-06-03,39.17318338341819,,3619711450.449219,1417956204.435059,Array2
20231121131239,Array,System,2023-06-04,39.0688946844918,,3619711450.449219,1414181254.458496,Array2
20231121131239,Array,System,2023-06-05,38.97727480229685,,3619711450.449219,1410864879.091797,Array2
20231121131239,Array,System,2023-06-06,39.21419308027363,,3619711450.449219,1419440637.12793,Array2
20231121131239,Array,System,2023-06-07,39.2254269116125,,3619711450.449219,1419847269.407227,Array2
20231121131239,Array,System,2023-06-08,39.24663246346605,,3619711450.449219,1420614849.195801,Array2
20231121131239,Array,System,2023-06-09,39.22798923247292,,3619711450.449219,1419940018.028809,Array2
20231121131239,Array,System,2023-06-10,39.17260648758983,,3619711450.449219,1417935322.470703,Array2
20231121131239,Array,System,2023-06-11,39.122705022672605,,3619711450.449219,1416129033.431152,Array2
20231121131239,Array,System,2023-06-12,39.03284043923197,,3619711450.449219,1412876194.814453,Array2
20231121131239,Array,System,2023-06-13,39.008692710307926,,3619711450.449219,1412002116.705566,Array2
20231121131239,Array,System,2023-06-14,39.032449812648345,,3619711450.449219,1412862055.259277,Array2
20231121131239,Array,System,2023-06-15,39.11040962533595,,3619711450.449219,1415683975.525879,Array2
20231121131239,Array,System,2023-06-16,39.56986891475564,,3619711450.449219,1432315076.035156,Array2
20231121131239,Array,System,2023-06-17,39.58132522936568,,3619711450.449219,1432729761.566895,Array2
20231121131239,Array,System,2023-06-18,39.55213382804658,,3619711450.449219,1431673117.070801,Array2
20231121131239,Array,System,2023-06-19,39.57949135823615,,3619711450.449219,1432663380.723633,Array2
20231121131239,Array,System,2023-06-20,39.76518345704286,,3619711450.449219,1439384898.886719,Array2
20231121131239,Array,System,2023-06-21,39.98263030615889,,3619711450.449219,1447255847.382813,Array2
20231121131239,Array,System,2023-06-22,40.04615909754224,,3619711450.449219,1449555406.318848,Array2
20231121131239,Array,System,2023-06-23,40.14971510430106,,3619711450.449219,1453303834.953125,Array2
20231121131239,Array,System,2023-06-24,40.24266964814108,,3619711450.449219,1456668521.220215,Array2
20231121131239,Array,System,2023-06-25,40.31361405746399,,3619711450.449219,1459236504.12793,Array2
20231121131239,Array,System,2023-06-26,40.37770839494125,,3619711450.449219,1461556534.200684,Array2
20231121131239,Array,System,2023-06-27,40.44346215989361,,3619711450.449219,1463936630.759766,Array2
20231121131239,Array,System,2023-06-28,40.50699650614824,,3619711450.449219,1466236390.766113,Array2
20231121131239,Array,System,2023-06-29,40.64888445728384,,3619711450.449219,1471372325.180176,Array2
20231121131239,Array,System,2023-06-30,40.695301240518525,,3619711450.449219,1473052478.797852,Array2
20231121131239,Array,System,2023-07-01,40.69511928439547,,3619711450.449219,1473045892.511231,Array2
20231121131239,Array,System,2023-07-02,40.77269670179694,,3619711450.449219,1475853971.171875,Array2
20231121131239,Array,System,2023-07-03,40.83449279165784,,3619711450.449219,1478090811.3125,Array2
20231121131239,Array,System,2023-07-04,40.8354361400359,,3619711450.449219,1478124957.801758,Array2
20231121131239,Array,System,2023-07-05,40.79587996709534,,3619711450.449219,1476693138.480469,Array2
20231121131239,Array,System,2023-07-06,40.72885866095568,,3619711450.449219,1474267160.587891,Array2
20231121131239,Array,System,2023-07-07,40.74871935529524,,3619711450.449219,1474986060.415039,Array2
20231121131239,Array,System,2023-07-08,41.17874006975288,,3619711450.449219,1490551569.455566,Array2
20231121131239,Array,System,2023-07-09,41.50257272339129,,3619711450.449219,1502273377.099609,Array2
20231121131239,Array,System,2023-07-10,41.47914049659109,,3619711450.449219,1501425198.103027,Array2
20231121131239,Array,System,2023-07-11,41.57468093001077,,3619711450.449219,1504883486.111328,Array2
20231121131239,Array,System,2023-07-12,41.75290622173096,,3619711450.449219,1511334727.40332,Array2
20231121131239,Array,System,2023-07-13,41.75890350884221,,3619711450.449219,1511551811.891602,Array2
20231121131239,Array,System,2023-07-14,41.84290573016699,,3619711450.449219,1514592449.915527,Array2
20231121131239,Array,System,2023-07-15,42.09172318344908,,3619711450.449219,1523598923.762695,Array2
20231121131239,Array,System,2023-07-16,42.35045891610658,,3619711450.449219,1532964410.704102,Array2
20231121131239,Array,System,2023-07-17,42.50502039216242,,3619711450.449219,1538559090.150879,Array2
20231121131239,Array,System,2023-07-18,42.7218413405242,,3619711450.449219,1546407382.845703,Array2
20231121131239,Array,System,2023-07-19,43.05888163013218,,3619711450.449219,1558607268.80127,Array2
20231121131239,Array,System,2023-07-20,43.46556828430855,,3619711450.449219,1573328152.189941,Array2
20231121131239,Array,System,2023-07-21,44.18335654589243,,3619711450.449219,1599310016.084473,Array2
20231121131239,Array,System,2023-07-22,44.68714205795193,,3619711450.449219,1617545597.950195,Array2
20231121131239,Array,System,2023-07-23,45.00839838141769,,3619711450.449219,1629174149.875977,Array2
20231121131239,Array,System,2023-07-24,45.36968855960565,,3619711450.449219,1642251811.825195,Array2
20231121131239,Array,System,2023-07-25,45.68871549425166,,3619711450.449219,1653799666.308594,Array2
20231121131239,Array,System,2023-07-26,46.05916733386098,,3619711450.449219,1667208953.965332,Array2
20231121131239,Array,System,2023-07-27,46.40807808635738,,3619711450.449219,1679838516.425293,Array2
20231121131239,Array,System,2023-07-28,46.74886517997193,,3619711450.449219,1692174025.874512,Array2
20231121131239,Array,System,2023-07-29,47.0248534233746,,3619711450.449219,1702164003.922852,Array2
20231121131239,Array,System,2023-07-30,47.21809833298575,,3619711450.449219,1709158912.043457,Array2
20231121131239,Array,System,2023-07-31,47.38172690444196,,3619711450.449219,1715081794.180664,Array2
20231121131239,Array,System,2023-08-01,47.4696221426673,,3619711450.449219,1718263348.183106,Array2
20231121131239,Array,System,2023-08-02,47.58323672343026,,3619711450.449219,1722375868.172363,Array2
20231121131239,Array,System,2023-08-03,47.749940560962926,,3619711450.449219,1728410066.067871,Array2
20231121131239,Array,System,2023-08-04,48.39362912564838,,3619711450.449219,1751709734.749023,Array2
20231121131239,Array,System,2023-08-05,48.42145080800779,,3619711450.449219,1752716799.371094,Array2
20231121131239,Array,System,2023-08-06,48.48538638728166,,3619711450.449219,1755031082.854981,Array2
20231121131239,Array,System,2023-08-07,48.49529637155414,,3619711450.449219,1755389795.69043,Array2
20231121131239,Array,System,2023-08-08,48.383450172452285,,3619711450.449219,1751341286.014648,Array2
20231121131239,Array,System,2023-08-09,48.83132782363944,,3619711450.449219,1767553164.638672,Array2
20231121131239,Array,System,2023-08-10,49.21018106762462,,3619711450.449219,1781266558.891602,Array2
20231121131239,Array,System,2023-08-11,49.77308324293752,,3619711450.449219,1801641993.386231,Array2
20231121131239,Array,System,2023-08-12,50.40193218645013,,3619711450.449219,1824404510.600586,Array2
20231121131239,Array,System,2023-08-13,50.36042016001409,,3619711450.449219,1822901895.026367,Array2
20231121131239,Array,System,2023-08-14,50.3697772173842,,3619711450.449219,1823240593.503418,Array2
20231121131239,Array,System,2023-08-15,50.34789167203992,,3619711450.449219,1822448399.912598,Array2
20231121131239,Array,System,2023-08-16,50.50957538957445,,3619711450.449219,1828300883.949707,Array2
20231121131239,Array,System,2023-08-17,50.25127364962346,,3619711450.449219,1818951106.291992,Array2
20231121131239,Array,System,2023-08-18,50.2980633787577,,3619711450.449219,1820644759.475098,Array2
20231121131239,Array,System,2023-08-19,50.09899355801802,,3619711450.449219,1813439006.379395,Array2
20231121131239,Array,System,2023-08-20,49.9782656841491,,3619711450.449219,1809069005.705078,Array2
20231121131239,Array,System,2023-08-21,49.80624848737271,,3619711450.449219,1802842479.536621,Array2
20231121131239,Array,System,2023-08-22,49.726418184533664,,3619711450.449219,1799952852.923828,Array2
20231121131239,Array,System,2023-08-23,49.99708626652748,,3619711450.449219,1809750256.480469,Array2
20231121131239,Array,System,2023-08-24,50.67373343448166,,3619711450.449219,1834242931.498047,Array2
20231121131239,Array,System,2023-08-25,50.9790028614673,,3619711450.449219,1845292803.901367,Array2
20231121131239,Array,System,2023-08-26,50.91281025178095,,3619711450.449219,1842896822.429199,Array2
20231121131239,Array,System,2023-08-27,51.03012204441287,,3619711450.449219,1847143170.819824,Array2
20231121131239,Array,System,2023-08-28,50.91553927646152,,3619711450.449219,1842995605.248047,Array2
20231121131239,Array,System,2023-08-29,51.00812116949846,,3619711450.449219,1846346802.631348,Array2
20231121131239,Array,System,2023-08-30,51.28450574773175,,3619711450.449219,1856351126.856934,Array2
20231121131239,Array,System,2023-08-31,51.6747434328277,,3619711450.449219,1870476605.02832,Array2
20231121131239,Array,System,2023-09-01,51.98676950849609,,3619711450.449219,1881771048.617676,Array2
20231121131239,Array,System,2023-09-02,52.85879177918024,,3619711450.449219,1913335738.600098,Array2
20231121131239,Array,System,2023-09-03,52.76566173282693,,3619711450.449219,1909964699.648438,Array2
20231121131239,Array,System,2023-09-04,52.73575694955687,,3619711450.449219,1908882232.78418,Array2
20231121131239,Array,System,2023-09-05,53.44612702838713,,3619711450.449219,1934595579.868164,Array2
20231121131239,Array,System,2023-09-06,54.47157515372927,,3619711450.449219,1971713843.07959,Array2
20231121131239,Array,System,2023-09-07,54.47805048767523,,3619711450.449219,1971948231.483887,Array2
20231121131239,Array,System,2023-09-08,54.20517606851464,,3619711450.449219,1962070964.888184,Array2
20231121131239,Array,System,2023-09-09,53.96101439958936,,3619711450.449219,1953233017.000488,Array2
20231121131239,Array,System,2023-09-10,53.79680865767194,,3619711450.449219,1947289242.958008,Array2
20231121131239,Array,System,2023-09-11,53.69711647378087,,3619711450.449219,1943680673.5625,Array2
20231121131239,Array,System,2023-09-12,53.660680111968645,,3619711450.449219,1942361782.401856,Array2
20231121131239,Array,System,2023-09-13,53.6932293934238,,3619711450.449219,1943539972.469727,Array2
20231121131239,Array,System,2023-09-14,53.582114195215496,,3619711450.449219,1939517922.916992,Array2
20231121131239,Array,System,2023-09-15,53.54898351346171,,3619711450.449219,1938318687.835938,Array2
20231121131239,Array,System,2023-09-16,53.54252845206031,,3619711450.449219,1938085033.239258,Array2
20231121131239,Array,System,2023-09-17,53.49992046316277,,3619711450.449219,1936542746.986328,Array2
20231121131239,Array,System,2023-09-18,53.55643346994099,,3619711450.449219,1938588354.763672,Array2
20231121131239,Array,System,2023-09-19,53.568460140018566,,3619711450.449219,1939023685.517578,Array2
20231121131239,Array,System,2023-09-20,53.4674985996302,,3619711450.449219,1935369169.07959,Array2
20231121131239,Array,System,2023-09-21,53.558981809736174,,3619711450.449219,1938680597.311035,Array2
20231121131239,Array,System,2023-09-22,53.5173582506352,,3619711450.449219,1937173944.576172,Array2
